window_start,window_open,btc_final,actual_outcome,correct_at_30s,btc_at_30s,poly_price_30s,correct_at_60s,btc_at_60s,poly_price_60s,ev_at_60s,correct_at_90s,btc_at_90s,poly_price_90s,correct_at_120s,btc_at_120s,poly_price_120s,ev_at_120s,correct_at_180s,btc_at_180s,poly_price_180s,ev_at_180s
1774633200,65869.48,65631.7,Down,True,65868.41,0.49,False,65913.1,0.71,False,False,65899.44,0.69,True,65836.0,0.72,True,True,65785.03,0.92,False
1774633500,65702.74,65650.55,Down,True,65693.29,0.31999999999999995,False,65729.8,0.82,False,True,65672.63,0.35,False,65725.92,0.86,False,True,65670.68,0.30000000000000004,True
1774633800,65650.55,65675.0,Up,True,65666.96,0.58,True,65671.96,0.6,True,True,65676.0,0.63,True,65666.01,0.58,True,True,65703.99,0.81,True
1774634100,65675.0,65632.93,Down,False,65682.37,0.5,False,65685.85,0.55,True,True,65653.7,0.62,True,65635.26,0.7,True,True,65647.31,0.6799999999999999,True
1774634400,65632.93,65685.84,Up,True,65651.64,0.58,True,65660.0,0.66,True,True,65652.69,0.6,True,65656.32,0.64,True,True,65707.46,0.9,False
1774634700,65685.85,65705.92,Up,True,65703.18,0.6,True,65720.4,0.65,True,True,65771.16,0.84,True,65784.81,0.89,False,True,65717.97,0.74,True
1774635000,65705.93,65620.39,Down,True,65688.38,0.53,True,65700.44,0.54,True,False,65745.49,0.75,False,65746.03,0.76,True,False,65709.05,0.51,True
1774635300,65648.0,65808.05,Up,False,65625.77,0.5,True,65651.65,0.65,True,False,65639.38,0.41000000000000003,True,65714.62,0.86,False,True,65724.99,0.95,False
1774635600,65800.01,65588.79,Down,True,65799.62,0.51,False,65824.0,0.61,True,False,65853.26,0.73,True,65800.0,0.49,True,True,65779.75,0.64,True
1774635900,65600.0,65763.49,Up,False,65593.14,0.51,True,65607.68,0.57,True,True,65613.27,0.57,True,65624.01,0.62,True,True,65729.67,0.96,False
1774636200,65763.5,65835.61,Up,True,65799.82,0.66,True,65824.04,0.74,False,True,65814.58,0.73,True,65794.2,0.64,True,True,65767.12,0.59,True
1774636500,65835.61,65822.52,Down,True,65822.53,0.5800000000000001,True,65816.79,0.5800000000000001,True,True,65800.01,0.7,True,65809.31,0.64,True,False,65853.84,0.64,True
1774636800,65822.52,65799.98,Down,True,65809.77,0.5800000000000001,True,65790.07,0.62,True,True,65799.78,0.6599999999999999,True,65786.7,0.73,True,True,65784.5,0.76,True
1774637100,65799.99,65892.0,Up,True,65822.85,0.6,True,65875.66,0.81,False,True,65877.45,0.84,True,65854.21,0.79,False,True,65859.4,0.86,False
1774637400,65892.0,65850.7,Down,False,65910.21,0.61,False,65930.5,0.69,True,True,65887.64,0.49,True,65877.14,0.6,True,True,65861.37,0.74,True
1774637700,65850.71,65836.68,Down,True,65843.0,0.55,True,65839.27,0.52,True,True,65809.01,0.75,True,65833.67,0.6,True,False,65879.53,0.71,True
1774638000,65836.69,65766.89,Down,True,65824.05,0.5900000000000001,True,65806.01,0.69,True,True,65825.11,0.55,True,65785.19,0.78,False,True,65791.28,0.8200000000000001,True
1774638300,65766.9,65760.11,Down,False,65784.56,0.6,True,65715.89,0.79,False,True,65716.67,0.74,True,65726.87,0.71,True,True,65718.22,0.81,True
1774638600,65803.6,65775.16,Down,True,65771.58,0.52,True,65752.14,0.64,True,True,65746.61,0.69,True,65758.63,0.62,True,True,65796.87,0.37,True
1774638900,65775.16,65914.97,Up,True,65779.12,0.48,False,65742.0,0.7,True,True,65784.66,0.56,True,65798.21,0.65,True,True,65887.49,0.96,False
1774639200,65897.91,65884.06,Down,False,65906.99,0.44,False,65912.28,0.49,True,True,65884.23,0.6599999999999999,True,65865.62,0.74,True,True,65885.54,0.72,True
1774639500,65884.07,65918.88,Up,True,65917.12,0.65,True,65902.13,0.59,True,False,65865.08,0.64,False,65869.48,0.5800000000000001,True,True,65892.51,0.55,True
1774639800,65940.2,66001.58,Up,True,65974.62,0.74,True,65960.41,0.64,True,True,65946.77,0.59,True,66000.6,0.84,False,True,65971.22,0.82,True
1774640100,66004.83,65996.66,Down,True,65959.02,0.69,True,65990.98,0.53,True,True,65966.0,0.7,True,65973.1,0.64,True,True,65974.4,0.76,True
1774640400,65996.66,65928.81,Down,True,65981.98,0.62,True,65900.12,0.88,False,True,65888.01,0.9,True,65894.26,0.9,False,True,65945.71,0.83,False
1774640700,65928.81,65975.74,Up,True,65940.14,0.55,False,65916.77,0.56,True,False,65896.13,0.6799999999999999,False,65887.0,0.75,True,True,65943.9,0.6,True
1774641000,65975.74,65952.05,Down,True,65953.8,0.55,True,65951.21,0.5900000000000001,True,True,65913.6,0.76,True,65897.16,0.81,False,True,65896.13,0.89,False
1774641300,65952.06,66042.23,Up,True,66067.63,0.85,True,66060.53,0.84,False,True,66055.97,0.85,True,66052.96,0.87,False,True,66050.46,0.91,False
1774641600,66040.65,66074.32,Up,True,66071.65,0.61,True,66048.59,0.49,True,True,66089.99,0.65,True,66104.37,0.76,True,True,66152.51,0.95,False
1774641900,66074.32,66029.68,Down,False,66077.46,0.49,False,66091.12,0.54,True,False,66128.66,0.72,False,66097.73,0.6,True,False,66082.81,0.54,True
1774642200,66025.96,66004.52,Down,False,66056.77,0.6,False,66051.31,0.53,True,False,66034.72,0.49,True,66011.21,0.6699999999999999,True,False,66028.52,0.42,True
1774642500,66004.52,66076.13,Up,True,66038.46,0.7,True,66067.78,0.82,False,True,66076.39,0.85,True,66090.06,0.87,False,False,66003.85,0.47,True
1774642800,66064.73,66026.6,Down,True,66054.35,0.5900000000000001,True,66032.71,0.6599999999999999,True,True,66044.12,0.5700000000000001,True,66040.73,0.61,True,True,66031.33,0.8,True
1774643100,66018.71,65900.32,Down,True,65920.94,0.84,True,65923.93,0.87,False,True,65937.53,0.87,True,65922.32,0.9299999999999999,False,True,65922.32,0.97,False
1774643400,65900.32,65856.92,Down,True,65880.01,0.6,True,65864.18,0.6699999999999999,True,True,65874.74,0.65,True,65879.41,0.6699999999999999,True,True,65866.91,0.75,True
1774643700,65862.98,65940.43,Up,False,65856.93,0.5,False,65849.95,0.54,True,False,65840.71,0.5800000000000001,False,65849.96,0.5800000000000001,True,True,65891.53,0.78,True
1774644000,65940.43,65896.7,Down,True,65912.65,0.69,True,65935.58,0.5800000000000001,True,True,65925.47,0.69,True,65908.88,0.75,True,False,65953.81,0.62,True
1774644300,65914.42,66016.28,Up,False,65902.55,0.47,False,65905.77,0.42000000000000004,True,True,65920.27,0.64,True,65929.78,0.72,True,True,65976.88,0.93,False
1774644600,66012.86,66082.8,Up,False,66008.29,0.5700000000000001,False,66008.29,0.5700000000000001,True,True,66016.28,0.51,True,66024.69,0.55,True,True,66058.43,0.9,False
1774644900,66086.92,66013.71,Down,True,66059.96,0.73,True,66042.18,0.76,False,True,66056.14,0.72,True,66051.44,0.73,True,True,66031.33,0.9,False
1774645200,66020.77,66104.54,Up,False,66019.3,0.48,True,66035.8,0.66,True,True,66041.91,0.64,True,66041.9,0.67,True,True,66069.62,0.89,False
1774645500,66104.55,66112.01,Up,True,66106.39,0.49,False,66085.79,0.6599999999999999,True,False,66098.17,0.49,False,66104.17,0.43000000000000005,True,False,66091.85,0.5800000000000001,True
1774645800,66099.94,66151.33,Up,True,66101.29,0.54,True,66101.32,0.5,True,True,66101.33,0.5,True,66105.71,0.55,True,True,66140.72,0.82,True
1774646100,66151.32,66160.01,Up,True,66169.51,0.67,False,66139.45,0.5700000000000001,True,False,66121.02,0.64,False,66140.36,0.48,True,True,66153.39,0.6,True
1774646400,66119.98,66147.99,Up,True,66134.97,0.32,True,66147.19,0.38,True,True,66150.52,0.44,True,66134.97,0.28,True,True,66149.73,0.44,True
1774646700,66147.99,66151.47,Up,True,66159.37,0.61,True,66161.43,0.57,True,True,66155.09,0.61,True,66161.43,0.67,True,True,66161.44,0.68,True
1774647000,66151.47,66157.87,Up,True,66173.05,0.63,True,66171.5,0.64,True,True,66171.51,0.66,True,66171.51,0.67,True,True,66176.16,0.84,False
1774647300,66158.08,66071.57,Down,True,66127.03,0.76,True,66129.98,0.6699999999999999,True,True,66136.17,0.6599999999999999,True,66105.64,0.87,False,True,66052.35,0.9299999999999999,False
1774647600,66071.57,66129.9,Up,False,66062.58,0.5800000000000001,False,66062.58,0.5900000000000001,True,True,66080.68,0.53,True,66105.05,0.75,True,True,66100.04,0.7,True
1774647900,66129.89,66100.81,Down,False,66132.77,0.53,False,66139.99,0.57,True,True,66128.33,0.45999999999999996,False,66132.58,0.55,True,True,66110.06,0.76,True
1774648200,66132.47,66090.47,Down,True,66100.0,0.51,True,66100.01,0.52,True,True,66065.07,0.8200000000000001,True,66084.26,0.54,True,True,66096.55,0.5800000000000001,True
1774648500,66090.47,66082.23,Down,True,66083.98,0.6,True,66071.34,0.5800000000000001,True,True,66072.85,0.6699999999999999,True,66072.84,0.65,True,True,66048.28,0.8,True
1774648800,66063.38,66040.43,Down,True,66053.7,0.69,True,66049.58,0.6799999999999999,True,True,66051.34,0.6699999999999999,True,66051.35,0.69,True,False,66090.45,0.45,True
1774649100,66059.17,66010.65,Down,True,66041.08,0.5700000000000001,True,66003.57,0.75,False,True,65980.82,0.86,True,65973.94,0.89,False,True,65983.77,0.91,False
1774649400,66010.64,66000.0,Down,False,66028.94,0.59,False,66016.45,0.39,True,True,65986.26,0.8,True,65989.69,0.71,True,True,65998.0,0.6799999999999999,True
1774649700,66009.78,66003.86,Down,True,65983.76,0.75,True,65993.92,0.5700000000000001,True,True,66001.31,0.5900000000000001,True,66001.31,0.54,True,True,65992.35,0.64,True
1774650000,66003.86,66019.09,Up,False,66003.86,0.45999999999999996,False,66003.86,0.44999999999999996,True,False,66003.85,0.43999999999999995,True,66019.59,0.67,True,True,66019.58,0.7,True
1774650300,66019.09,66020.91,Up,False,66019.09,0.43000000000000005,False,65971.92,0.83,False,False,65955.96,0.81,False,65949.06,0.86,False,False,65961.06,0.86,False
1774650600,65967.09,66005.0,Up,True,65994.75,0.3,True,66005.56,0.41,True,True,66029.02,0.52,True,66039.48,0.53,True,True,66045.49,0.52,True
1774650900,66005.0,65925.32,Down,False,66008.84,0.47,True,65975.44,0.75,False,True,65967.23,0.76,True,65955.45,0.85,False,True,65940.8,0.9,False
1774651200,65930.12,66044.96,Up,True,65944.17,0.62,True,65948.35,0.6,True,True,65951.8,0.67,True,65971.11,0.8,False,True,65955.69,0.7,True
1774651500,66041.85,66058.67,Up,True,66045.56,0.48,True,66045.55,0.5,True,False,66039.96,0.52,True,66046.25,0.57,True,True,66050.0,0.62,True
1774651800,66058.67,66031.33,Down,True,66048.62,0.56,False,66065.99,0.57,True,False,66076.38,0.64,True,66052.91,0.65,True,True,66031.31,0.8200000000000001,True
1774652100,66031.32,66020.79,Down,False,66052.02,0.63,False,66058.46,0.64,True,False,66058.47,0.68,False,66058.47,0.67,True,True,66027.67,0.31000000000000005,True
1774652400,66020.79,66015.5,Down,False,66029.5,0.57,False,66036.72,0.61,True,False,66042.44,0.62,False,66042.43,0.64,True,False,66035.96,0.58,True
1774652700,66015.5,65988.59,Down,True,66003.57,0.5900000000000001,True,66003.57,0.5800000000000001,True,True,66010.61,0.54,False,66023.35,0.59,True,True,65972.73,0.89,False
1774653000,65988.59,66100.0,Up,True,66008.57,0.65,True,66015.8,0.63,True,True,66018.29,0.73,True,66027.35,0.74,True,True,66060.34,0.93,False
1774653300,66096.8,66101.11,Up,False,66085.78,0.53,False,66085.77,0.5800000000000001,True,False,66093.24,0.52,False,66073.75,0.65,True,False,66095.46,0.45999999999999996,True
1774653600,66101.11,66221.75,Up,False,66101.11,0.51,False,66101.11,0.45999999999999996,True,True,66110.11,0.64,True,66113.46,0.65,True,True,66125.81,0.72,True
1774653900,66221.76,66185.16,Down,True,66220.01,0.51,True,66189.26,0.6599999999999999,True,True,66184.59,0.72,True,66193.46,0.63,True,True,66197.75,0.56,True
1774654200,66183.81,66195.0,Up,True,66191.59,0.49,True,66198.29,0.52,True,True,66198.29,0.57,True,66184.05,0.51,True,True,66191.62,0.64,True
1774654500,66187.18,66239.29,Up,False,66187.18,0.5800000000000001,False,66179.39,0.6799999999999999,True,False,66187.18,0.51,True,66195.5,0.41,True,True,66226.6,0.63,True
1774654800,66239.28,66291.06,Up,True,66240.65,0.48,False,66225.01,0.6,True,False,66210.01,0.77,False,66216.91,0.6,True,True,66245.99,0.74,True
1774655100,66291.06,66377.17,Up,True,66310.01,0.61,True,66319.36,0.71,False,True,66310.0,0.66,True,66328.6,0.84,False,True,66341.08,0.9,False
1774655400,66377.17,66387.69,Up,False,66324.89,0.73,False,66345.9,0.65,True,False,66338.45,0.65,False,66337.98,0.62,True,False,66362.14,0.55,True
1774655700,66387.69,66407.27,Up,False,66369.58,0.61,False,66369.58,0.63,True,False,66354.47,0.69,False,66370.42,0.54,True,False,66381.02,0.5,True
1774656000,66407.28,66458.06,Up,False,66369.31,0.72,False,66372.78,0.72,False,False,66368.27,0.6599999999999999,False,66362.36,0.76,True,True,66414.05,0.7,True
1774656300,66458.05,66365.03,Down,True,66445.9,0.6,True,66431.88,0.62,True,True,66420.75,0.62,True,66444.05,0.42000000000000004,True,True,66442.8,0.54,True
1774656600,66365.03,66293.35,Down,False,66372.99,0.5,True,66325.4,0.76,False,True,66323.66,0.77,True,66334.18,0.6599999999999999,True,True,66319.59,0.8,True
1774656900,66306.23,66334.63,Up,True,66330.72,0.63,True,66334.18,0.72,False,True,66338.19,0.78,True,66340.18,0.82,False,True,66390.84,0.96,False
1774657200,66334.64,66365.53,Up,False,66334.64,0.48,True,66345.89,0.63,True,True,66347.87,0.66,True,66360.28,0.66,True,True,66346.75,0.6,True
1774657500,66365.53,66375.01,Up,False,66353.02,0.56,False,66346.92,0.64,True,False,66351.05,0.51,False,66354.99,0.49,True,False,66358.39,0.62,True
1774657800,66375.01,66436.99,Up,True,66432.12,0.74,True,66413.42,0.66,True,True,66442.12,0.85,True,66490.4,0.93,False,True,66466.64,0.94,False
1774658100,66436.0,66480.02,Up,True,66448.49,0.52,True,66460.6,0.59,True,True,66491.33,0.74,True,66505.22,0.84,False,True,66502.66,0.87,False
1774658400,66480.02,66489.13,Up,False,66480.02,0.55,False,66449.18,0.76,False,False,66436.88,0.8,False,66422.36,0.8200000000000001,False,False,66431.94,0.8,True
1774658700,66489.14,66442.58,Down,True,66471.93,0.6699999999999999,True,66480.85,0.64,True,True,66467.28,0.74,True,66475.13,0.6599999999999999,True,True,66464.95,0.81,True
1774659000,66442.59,66432.0,Down,True,66441.18,0.61,False,66445.36,0.47,True,False,66445.36,0.4,True,66426.74,0.79,False,True,66415.17,0.88,False
1774659300,66432.0,66431.55,Down,False,66458.96,0.6,False,66492.43,0.8,False,False,66461.69,0.65,False,66468.32,0.65,True,True,66428.93,0.55,True
1774659600,66431.54,66368.58,Down,True,66404.05,0.73,True,66394.86,0.77,False,True,66348.95,0.83,True,66360.99,0.8200000000000001,False,True,66383.79,0.8200000000000001,True
1774659900,66368.58,66305.93,Down,False,66375.73,0.5,False,66373.37,0.58,True,False,66391.49,0.67,False,66392.33,0.74,True,True,66342.25,0.75,True
1774660200,66305.93,66148.39,Down,True,66280.0,0.5900000000000001,True,66262.28,0.73,False,True,66227.35,0.85,True,66200.49,0.91,False,True,66220.08,0.94,False
1774660500,66154.54,66255.49,Up,False,66150.96,0.42000000000000004,True,66165.05,0.65,True,True,66174.22,0.7,True,66187.99,0.74,True,True,66224.74,0.88,False
1774660800,66255.49,66281.38,Up,True,66260.56,0.53,True,66256.16,0.56,True,True,66270.52,0.69,True,66275.22,0.7,True,True,66284.38,0.7,True
1774661100,66281.38,66217.09,Down,True,66256.63,0.6599999999999999,True,66270.0,0.5700000000000001,True,True,66269.97,0.55,True,66256.64,0.6699999999999999,True,True,66238.62,0.79,True
1774661400,66217.09,66216.31,Down,False,66224.6,0.6,False,66220.36,0.51,True,False,66258.68,0.81,False,66270.51,0.83,False,False,66275.38,0.84,False
1774661700,66216.31,66092.27,Down,True,66178.66,0.52,True,66142.54,0.6799999999999999,True,True,66130.54,0.81,True,66093.28,0.94,False,True,66069.99,0.98,False
1774662000,66108.39,66137.22,Up,False,66100.98,0.32999999999999996,False,66099.99,0.29000000000000004,True,False,66107.87,0.28,True,66139.57,0.87,False,True,66175.77,0.95,False
1774662300,66137.21,66152.45,Up,True,66153.35,0.69,True,66149.07,0.71,False,True,66159.64,0.76,True,66177.11,0.87,False,True,66188.34,0.91,False
1774662600,66160.49,66170.07,Up,True,66165.54,0.63,True,66165.54,0.62,True,False,66152.45,0.49,False,66134.96,0.44999999999999996,True,False,66127.03,0.61,True
1774662900,66146.74,66178.86,Up,False,66117.39,0.73,False,66127.07,0.62,True,False,66133.56,0.61,False,66117.34,0.72,True,False,66107.36,0.77,True
1774663200,66178.86,66234.48,Up,True,66187.99,0.52,True,66187.99,0.52,True,True,66186.2,0.54,True,66181.69,0.49,True,True,66239.8,0.87,False
1774663500,66234.48,66225.72,Down,True,66234.48,0.51,False,66238.99,0.5,True,False,66239.0,0.51,True,66204.47,0.69,True,True,66188.03,0.85,False
1774663800,66225.72,66197.3,Down,False,66238.53,0.61,False,66231.78,0.6,True,True,66208.32,0.61,True,66208.33,0.47,True,False,66228.93,0.53,True
1774664100,66197.31,66053.46,Down,False,66212.75,0.66,False,66226.38,0.71,False,False,66201.53,0.48,True,66184.8,0.6799999999999999,True,True,66048.6,0.98,False
1774664400,66053.45,66089.22,Up,False,66043.19,0.5700000000000001,False,66043.04,0.51,True,False,66043.04,0.55,False,66048.27,0.45999999999999996,True,True,66056.2,0.51,True
1774664700,66089.22,66052.62,Down,True,66089.22,0.48,True,66068.08,0.62,True,True,66062.3,0.52,True,66050.01,0.62,True,True,66043.04,0.77,True
1774665000,66052.62,65998.0,Down,False,66071.53,0.68,True,65964.44,0.8200000000000001,False,True,65989.18,0.79,True,65981.98,0.87,False,True,65986.27,0.89,False
1774665300,65993.38,65994.96,Up,True,66013.46,0.57,True,66034.05,0.66,True,True,66032.82,0.69,False,65984.21,0.52,True,False,65978.75,0.5800000000000001,True
1774665600,65994.97,66032.51,Up,False,65988.04,0.45999999999999996,True,66009.99,0.63,True,True,66010.0,0.57,True,66014.85,0.64,True,True,66020.0,0.65,True
1774665900,66032.52,66026.27,Down,False,66036.56,0.6,True,66026.41,0.53,True,True,65977.61,0.75,True,65991.72,0.74,True,True,66004.08,0.74,True
1774666200,66026.27,66018.0,Down,False,66028.77,0.6,False,66038.82,0.71,False,False,66051.18,0.69,False,66051.18,0.65,True,False,66068.02,0.83,False
1774666500,66018.0,66053.2,Up,True,66039.35,0.68,True,66033.34,0.69,True,True,66042.82,0.68,True,66042.82,0.75,True,True,66046.51,0.78,True
1774666800,66053.2,66090.12,Up,True,66069.84,0.73,True,66065.97,0.75,False,True,66087.41,0.86,True,66097.42,0.88,False,True,66108.12,0.94,False
1774667100,66090.12,66123.37,Up,True,66105.64,0.76,True,66146.71,0.89,False,True,66137.83,0.87,True,66139.06,0.92,False,True,66141.53,0.95,False
1774667400,66123.38,66130.14,Up,True,66125.74,0.57,True,66133.59,0.72,False,True,66142.57,0.82,True,66142.56,0.86,False,True,66149.69,0.9,False
1774667700,66130.13,66172.0,Up,True,66147.24,0.69,True,66147.24,0.71,False,True,66149.99,0.76,True,66142.88,0.72,True,True,66169.45,0.91,False
1774668000,66172.0,66180.12,Up,True,66174.5,0.67,True,66178.96,0.7,True,True,66180.0,0.76,True,66179.39,0.7,True,False,66161.29,0.43999999999999995,True
1774668300,66180.12,66179.39,Down,True,66179.38,0.43999999999999995,True,66174.03,0.49,True,False,66183.53,0.62,False,66182.64,0.64,True,True,66163.44,0.49,True
1774668600,66147.0,66166.27,Up,True,66170.96,0.45,True,66164.32,0.38,True,True,66159.07,0.35,True,66155.3,0.38,True,True,66152.97,0.27,True
1774668900,66166.27,66168.6,Up,True,66166.52,0.44,True,66171.48,0.38,True,False,66160.12,0.69,False,66160.11,0.6799999999999999,True,True,66199.99,0.68,True
1774669200,66160.6,66238.62,Up,True,66185.06,0.73,True,66201.88,0.79,False,True,66214.88,0.88,True,66225.04,0.91,False,True,66228.89,0.94,False
1774669500,66225.05,66241.82,Up,True,66230.15,0.63,True,66230.16,0.59,True,False,66224.28,0.41000000000000003,True,66238.92,0.76,True,True,66242.29,0.81,True
1774669800,66241.81,66201.91,Down,True,66206.59,0.75,True,66206.59,0.74,False,True,66193.61,0.78,True,66212.3,0.6599999999999999,True,True,66213.5,0.73,True
1774670100,66201.91,66240.0,Up,False,66201.91,0.54,False,66201.9,0.54,True,True,66209.07,0.62,False,66200.0,0.51,True,True,66215.99,0.78,True
1774670400,66240.0,66230.56,Down,True,66229.63,0.64,True,66219.28,0.73,False,True,66219.28,0.74,True,66174.85,0.9299999999999999,False,True,66190.43,0.92,False
1774670700,66230.55,66131.11,Down,True,66206.79,0.6599999999999999,True,66201.1,0.69,True,True,66192.73,0.78,True,66189.95,0.77,False,True,66166.52,0.9,False
1774671000,66131.1,66123.67,Down,False,66139.46,0.58,False,66132.94,0.46,True,True,66127.26,0.5900000000000001,True,66112.26,0.7,True,True,66123.26,0.5800000000000001,True
1774671300,66123.67,66260.46,Up,True,66127.01,0.52,True,66138.81,0.63,True,True,66138.82,0.68,True,66154.49,0.78,False,True,66204.38,0.96,False
1774671600,66260.75,66278.09,Up,True,66262.12,0.54,True,66269.44,0.61,True,True,66264.91,0.6,True,66278.09,0.73,True,True,66294.65,0.92,False
1774671900,66271.91,66266.53,Down,True,66262.63,0.63,True,66260.47,0.61,True,True,66261.46,0.6,True,66246.61,0.7,True,True,66263.31,0.65,True
1774672200,66256.32,66283.17,Up,True,66281.38,0.59,True,66280.58,0.62,True,True,66281.53,0.69,True,66281.53,0.72,True,True,66268.04,0.54,True
1774672500,66291.15,66295.0,Up,False,66270.67,0.65,False,66259.13,0.7,True,False,66270.68,0.53,False,66280.97,0.54,True,False,66284.34,0.54,True
1774672800,66295.0,66297.0,Up,False,66284.78,0.52,False,66278.1,0.75,False,False,66278.1,0.65,False,66278.09,0.6599999999999999,True,False,66260.25,0.84,False
1774673100,66297.01,66275.0,Down,True,66297.01,0.55,True,66297.01,0.5900000000000001,True,True,66297.0,0.51,False,66299.64,0.49,True,True,66284.03,0.78,True
1774673400,66275.0,66278.05,Up,True,66283.5,0.57,True,66285.68,0.53,True,True,66285.68,0.49,True,66279.46,0.4,True,True,66288.42,0.48,True
1774673700,66278.04,66285.0,Up,False,66262.04,0.6699999999999999,False,66262.04,0.69,True,False,66243.01,0.76,False,66248.33,0.72,True,False,66243.29,0.78,True
1774674000,66233.43,66233.41,Down,False,66293.38,0.46,False,66288.9,0.48,True,False,66268.91,0.32,False,66264.64,0.33,True,False,66260.96,0.37,True
1774674300,66233.41,66234.02,Up,True,66236.04,0.54,True,66236.04,0.54,True,True,66241.61,0.49,True,66238.62,0.54,True,True,66238.62,0.48,True
1774674600,66221.0,66250.54,Up,False,66202.01,0.73,True,66223.65,0.39,True,False,66215.6,0.74,True,66230.17,0.51,True,True,66240.31,0.55,True
1774674900,66250.54,66224.57,Down,False,66250.55,0.52,False,66250.55,0.48,True,False,66258.03,0.55,False,66258.02,0.52,True,True,66244.17,0.7,True
1774675200,66224.58,66362.13,Up,True,66224.6,0.43,True,66230.99,0.66,True,True,66250.47,0.81,True,66267.43,0.82,False,True,66297.04,0.95,False
1774675500,66362.13,66336.78,Down,True,66342.26,0.6,True,66335.05,0.62,True,True,66344.47,0.53,True,66344.47,0.54,True,True,66359.11,0.4,True
1774675800,66354.7,66362.0,Up,False,66345.18,0.43999999999999995,False,66334.34,0.5,True,False,66338.81,0.48,False,66352.95,0.33999999999999997,True,True,66366.98,0.7,True
1774676100,66361.99,66325.14,Down,True,66358.66,0.5700000000000001,True,66347.15,0.63,True,True,66342.26,0.65,True,66338.13,0.71,True,True,66330.01,0.8200000000000001,True
1774676400,66325.14,66345.01,Up,False,66311.91,0.6599999999999999,False,66311.9,0.5700000000000001,True,False,66300.38,0.71,False,66301.79,0.65,True,False,66289.4,0.77,True
1774676700,66345.01,66329.99,Down,True,66343.01,0.5,False,66353.13,0.64,True,False,66365.39,0.7,False,66356.08,0.53,True,False,66346.38,0.34,True
1774677000,66330.0,66340.5,Up,True,66350.58,0.54,True,66352.71,0.53,True,True,66350.66,0.48,True,66350.65,0.44,True,True,66363.51,0.52,True
1774677300,66340.5,66340.25,Down,True,66340.5,0.5900000000000001,False,66347.79,0.48,True,False,66345.94,0.43,True,66338.86,0.6699999999999999,True,False,66360.0,0.67,True
1774677600,66341.9,66329.85,Down,False,66383.39,0.72,False,66376.41,0.68,True,False,66395.96,0.83,False,66387.82,0.77,False,True,66322.01,0.69,True
1774677900,66329.85,66349.9,Up,True,66340.17,0.58,True,66353.52,0.65,True,True,66364.14,0.72,True,66364.14,0.75,True,True,66384.59,0.84,False
1774678200,66349.9,66367.47,Up,False,66334.84,0.63,False,66336.48,0.61,True,False,66345.42,0.54,False,66345.42,0.5900000000000001,True,False,66320.32,0.84,False
1774678500,66367.47,66477.81,Up,True,66367.48,0.5,False,66362.43,0.5900000000000001,True,True,66382.48,0.68,True,66388.2,0.76,True,True,66447.97,0.95,False
1774678800,66477.81,66490.13,Up,False,66461.01,0.5700000000000001,False,66451.52,0.6,True,False,66453.13,0.61,False,66448.52,0.69,True,False,66431.3,0.78,True
1774679100,66490.13,66461.72,Down,True,66467.1,0.6599999999999999,True,66452.7,0.79,False,True,66452.69,0.81,True,66452.69,0.81,False,True,66445.89,0.89,False
1774679400,66461.72,66446.15,Down,False,66475.51,0.44,False,66468.69,0.37,True,False,66470.82,0.45,False,66475.14,0.37,True,False,66474.9,0.42,True
1774679700,66446.16,66435.95,Down,True,66431.5,0.71,True,66445.89,0.62,True,True,66445.88,0.64,True,66433.67,0.73,True,True,66428.56,0.78,True
1774680000,66445.89,66425.99,Down,True,66429.36,0.6,True,66434.01,0.54,True,True,66434.01,0.56,True,66434.0,0.63,True,False,66458.38,0.48,True
1774680300,66426.0,66365.37,Down,True,66426.0,0.45999999999999996,False,66445.51,0.62,True,False,66445.5,0.6,False,66445.5,0.54,True,True,66405.2,0.89,False
1774680600,66413.55,66387.11,Down,True,66360.2,0.55,True,66360.2,0.55,True,True,66360.2,0.51,True,66369.26,0.49,True,True,66363.29,0.49,True
1774680900,66387.11,66382.0,Down,False,66388.07,0.54,False,66395.31,0.62,True,False,66400.0,0.69,False,66389.87,0.52,True,False,66405.88,0.73,True
1774681200,66413.73,66395.02,Down,False,66414.32,0.7,False,66414.32,0.72,False,True,66398.09,0.36,True,66398.08,0.39,True,True,66404.5,0.19999999999999996,True
1774681500,66398.08,66420.74,Up,True,66398.09,0.52,False,66392.51,0.56,True,False,66392.5,0.5,False,66392.51,0.53,True,False,66380.0,0.52,True
1774681800,66420.74,66437.73,Up,False,66420.74,0.49,True,66420.75,0.53,True,False,66420.74,0.41000000000000003,False,66420.74,0.43000000000000005,True,False,66416.45,0.37,True
1774682100,66430.66,66472.31,Up,True,66431.71,0.49,False,66430.26,0.43999999999999995,True,True,66438.11,0.58,False,66430.27,0.54,True,True,66439.65,0.61,True
1774682400,66472.31,66476.82,Up,False,66472.31,0.53,False,66470.43,0.52,True,False,66470.43,0.48,False,66470.43,0.47,True,False,66462.37,0.48,True
1774682700,66476.82,66471.16,Down,True,66474.97,0.5700000000000001,True,66473.75,0.5700000000000001,True,True,66465.71,0.6699999999999999,True,66450.0,0.6699999999999999,True,True,66457.67,0.69,True
1774683000,66471.16,66451.0,Down,True,66461.01,0.5900000000000001,True,66461.02,0.62,True,True,66461.01,0.6,True,66450.01,0.72,True,True,66461.66,0.63,True
