window_start,btc_open,poly_open,btc_at_30s,poly_at_30s,signal_direction,outcome,won
2026-04-12 09:05 UTC,71589.0,0.525,71596.94,0.545,higher,higher,True
2026-04-12 09:10 UTC,71599.77,0.515,71598.49,0.635,higher,higher,True
2026-04-12 09:15 UTC,71604.15,0.555,71617.94,0.525,higher,higher,True
2026-04-12 09:20 UTC,71629.47,0.505,71627.72,0.665,lower,higher,False
2026-04-12 09:25 UTC,71626.42,0.515,71645.47,0.505,higher,lower,False
2026-04-12 09:30 UTC,71648.92,0.515,71625.08,0.555,higher,higher,True
2026-04-12 09:35 UTC,71640.8,0.505,71655.76,0.515,lower,higher,False
2026-04-12 09:40 UTC,71628.88,0.505,71655.8,0.595,lower,lower,True
2026-04-12 09:45 UTC,71593.05,0.525,71595.54,0.505,lower,lower,True
2026-04-12 09:50 UTC,71556.64,0.535,71556.75,0.625,higher,higher,True
2026-04-12 09:55 UTC,71572.76,0.505,71575.72,0.555,higher,lower,False
2026-04-12 10:00 UTC,71565.65,0.525,71565.65,0.695,lower,lower,True
2026-04-12 10:05 UTC,71554.39,0.505,71582.81,0.77,higher,higher,True
2026-04-12 10:10 UTC,71706.52,0.505,71695.07,0.645,lower,lower,True
2026-04-12 10:15 UTC,71653.18,0.515,71659.07,0.605,higher,higher,True
2026-04-12 10:20 UTC,71672.8,0.505,71673.62,0.505,higher,higher,True
2026-04-12 10:25 UTC,71680.43,0.515,71677.6,0.665,lower,lower,True
2026-04-12 10:30 UTC,71644.21,0.525,71629.71,0.555,lower,lower,True
2026-04-12 10:35 UTC,71625.52,0.505,71624.45,0.545,higher,lower,False
2026-04-12 10:40 UTC,71576.62,0.545,71576.62,0.56,higher,lower,False
2026-04-12 10:45 UTC,71546.67,0.545,71549.94,0.545,higher,lower,False
2026-04-12 10:50 UTC,71513.84,0.565,71525.53,0.605,higher,lower,False
2026-04-12 10:55 UTC,71406.86,0.595,71406.86,0.515,higher,higher,True
2026-04-12 11:00 UTC,71485.75,0.515,71485.75,0.535,lower,lower,True
2026-04-12 11:50 UTC,71473.59,0.505,71473.59,0.665,higher,higher,True
2026-04-12 11:55 UTC,71500.79,0.585,71501.92,0.575,lower,lower,True
2026-04-12 12:00 UTC,71501.63,0.545,71471.32,0.585,lower,lower,True
2026-04-12 12:05 UTC,71427.15,0.645,71410.54,0.605,lower,lower,True
2026-04-12 12:10 UTC,71397.89,0.615,71400.35,0.805,higher,higher,True
2026-04-12 12:15 UTC,71428.19,0.515,71428.19,0.575,higher,higher,True
2026-04-12 12:20 UTC,71444.82,0.525,71452.18,0.625,lower,lower,True
2026-04-12 12:25 UTC,71451.0,0.525,71451.0,0.655,higher,lower,False
2026-04-12 12:30 UTC,71442.79,0.525,71442.79,0.535,lower,lower,True
2026-04-12 12:35 UTC,71399.64,0.545,71388.67,0.51,higher,higher,True
2026-04-12 12:40 UTC,71520.26,0.535,71502.1,0.525,lower,higher,False
2026-04-12 12:45 UTC,71517.83,0.515,71517.83,0.505,lower,lower,True
2026-04-12 12:50 UTC,71473.33,0.535,71451.66,0.615,lower,lower,True
2026-04-12 12:55 UTC,71155.99,0.55,71195.79,0.625,higher,lower,False
2026-04-12 13:00 UTC,71189.68,0.52,71107.52,0.52,lower,lower,True
2026-04-12 13:05 UTC,70996.98,0.57,71027.22,0.675,higher,higher,True
2026-04-12 13:10 UTC,71130.39,0.515,71149.81,0.715,lower,lower,True
2026-04-12 13:15 UTC,71019.94,0.525,71019.94,0.615,higher,higher,True
2026-04-12 13:20 UTC,71092.59,0.505,71078.04,0.595,higher,higher,True
2026-04-12 13:25 UTC,71119.8,0.535,71119.8,0.505,higher,lower,False
2026-04-12 13:30 UTC,71083.86,0.52,71083.86,0.505,higher,higher,True
2026-04-12 13:35 UTC,71087.86,0.515,71097.85,0.535,higher,lower,False
2026-04-12 13:40 UTC,71001.1,0.505,70980.0,0.635,lower,higher,False
2026-04-12 13:45 UTC,71011.77,0.525,71011.77,0.545,lower,higher,False
2026-04-12 13:50 UTC,71011.39,0.515,71011.39,0.505,higher,lower,False
2026-04-12 13:55 UTC,70928.94,0.525,70928.94,0.625,lower,lower,True
2026-04-12 14:00 UTC,70916.21,0.535,70915.74,0.515,lower,higher,False
2026-04-12 14:20 UTC,71050.59,0.52,71023.74,0.765,lower,higher,False
2026-04-12 14:25 UTC,71109.33,0.505,71099.88,0.685,lower,higher,False
2026-04-12 14:30 UTC,71105.2,0.515,71106.32,0.505,lower,lower,True
2026-04-12 14:35 UTC,71067.15,0.505,71067.15,0.505,lower,lower,True
2026-04-12 14:40 UTC,71030.19,0.505,70946.13,0.585,higher,lower,False
2026-04-12 14:45 UTC,70861.76,0.555,70876.1,0.585,lower,lower,True
2026-04-12 15:45 UTC,70902.53,0.535,70902.53,0.705,lower,higher,False
2026-04-12 15:50 UTC,70918.96,0.565,70918.2,0.515,lower,higher,False
2026-04-12 15:55 UTC,70940.28,0.605,70925.02,0.785,lower,lower,True
2026-04-12 16:00 UTC,70909.76,0.645,70918.31,0.735,lower,higher,False
